# アーティファクトの説明文
#
# **この表が説明文の定義の置き場。** 作り直しは `python tools/frox/fc_build_ja_desc.py --write`、
# ここから `edit/a_info.ja.txt` の `D:` を組むのは `fc_build_ja_names.py --write`。
#
# 欄はタブ区切りで idx / name / dep / src / ratio / en / ja。
#   src=変愚   … 英語原文が変愚と一致。訳をそのまま採った
#   src=変愚≒  … ほぼ一致（ratio が材料）。**目で確かめること**
#   src=当方   … 人が書いた。**作り直しでも消さない**
#   src=未訳   … 空欄。英語のまま出る（制約 4）
#
# ja を書き替えれば src は次の作り直しで自動的に `当方` になる。
# name と en は**人が読むため**で、突き合わせには使わない（突き合わせは idx）。
idx	name	dep	src	ratio	en	ja
14	of Cower (Darnya)	100	変愚	1.000	Adorned, showy gilding, set with runes in the strange speech of Heheh, with power so great that it inevitably twists and masters any earthly being who wears it.	安っぽい金メッキの指輪で、へけけな言葉でルーン文字が刻んである。このわけわからん禍の力はあまりにも強大なので、普通の者はそれを身に付けるだけで歪められ支配されてしまう。
15	Palantir of Westernesse	60	変愚	1.000	A shining white ball of unbreakable crystal, the ancient palantiri, or 'far-watchers', were used by kings of Numenor and later by the Exiles for rapid communication between distant lands.	この白く輝く不滅の水晶球は、古くはヌメノールの歴代の王に、後にはエレンディルをはじめとする流浪の民によって、離れた土地の間の高速通信に用いられた「遠望」の石だ。
17	of Lore	30	変愚≒	0.925	A great emerald that fills your mind with images of knowledge and understanding as you stare into its depths.	この大きなエメラルドの中の緑の深淵をのぞき込む時、あなたの精神は知識の心象と恐るべき理解によって満たされる。
18	of Faramir	30	変愚	1.000	A slim neckpiece of True-silver, with quiet spells of Ithilien to aid and protect the wearer.	「まことの銀」で作られた首飾りで、身に付ける者を助けて守るイシリエンの静かな魔法が秘められている。
19	'Soulkeeper'	75	変愚	1.000	A suit of imperishable adamant, with conquerable strength to endure evil and disruptive magics, that protects the life force of its wearer like nothing else can.	永遠不滅のアダマンタイトで作られた鎧で、あらゆる邪悪な力や破壊的な魔法を跳ね返す霊力を秘め、着用者の生命力を守ることにかけては何物にも優る。
20	of Isildur	65	変愚	1.000	A gleaming steel suit covering the wearer from neck to foot, with runes of warding and stability deeply engraved into its surface.	装備する者の首から足までをカバーする輝く鋼鉄の鎧で、邪悪なものを退け頑強さを増すルーン文字が表面に深く刻まれている。かつてサウロンから指輪を奪うのに成功したエレンディルの息子イシルドゥアが身に付けていた。
21	of the Rohirrim	35	変愚	1.000	Small metal plates cover an inner layer of sturdy canvas, and both bear scenes of hunting and war. You feel the spirit of Eorl the Young, matchless in combat, around you as you put his armour on.	小さな鉄板が麻布の下地を被う二重の鎧で、双方に狩りと戦の光景が描かれている。この鎧を身に付けると、闘いで負け知らずだったローハン初代の王、青年王エオルの魂を感じることができる。
24	of Arvedui	40	変愚	1.000	A hauberk, leggings, and sleeves of interlocking steel rings, well padded with leather. You feel strong and tall as Arvedui, last king of Arnor, as you put it on.	イシルドゥアの末裔であり、アングマール魔国と戦った北方王朝アルセダイン国の最後の王アルヴェドゥイが身に付けていた鎖帷子だ。これを装備する者はかの王の如き力強さを感じる。
25	of Caspanion	45	変愚	1.000	A hauberk, leggings, and sleeves of interlocking steel rings, strategically reinforced at vital locations with a second layer of chain. Magics to enhance body and mind lie within, and no door can bar the wearer's path.	重要な部分が二重になった、手と足もカバーする鎖帷子だ。精神と肉体を強化する魔法がかかっており、いかなる障害も着用者の道を妨げることは出来ない。
27	'Hithlomir'	25	変愚	0.995	Familiar with the secret ways hidden in darkness, this leather cuirass is truly more than it appears.	「霧の宝石」を意味する名を持つ、この革の胴鎧は、暗闇に隠れる秘密の手段に、その見かけよりも遥かに適している。
28	'Thalkettoth'	30	変愚	1.000	An amazingly light tunic and skirt sewn with thick, overlapping scales of hardened leather whose wearer moves with agility and assurance.	硬くした革製の鱗を厚く覆うように縫い付けた驚くほど軽い鎧であり、着る者に機敏さと自信を与える。
30	of Thorin	70	変愚	1.000	Invoking the strength and endurance of Thorin, King under the Mountain, this little metal shield is proof against the Element of Earth.	山の下の王トーリン・オーケンシールドの強さと頑丈さを受け継いだこの小さな金属の盾は、地のエレメントに対する完全な防御を可能にする。
31	of Celegorm	50	変愚≒	0.947	This shield emblazoned with a multitude of creatures not seen for ages once protected Celegorm, lord of Himlad; around it lies a mystic balance that contains the conflicts of the elements.	いまでは見られなくなった数々の伝説の生き物の装飾が施されたこの盾は、かつてヒムラドの王ケレゴルムを守っていた。地水火風のエレメントのせめぎ合いを内包し、それらの神秘的なバランスを保っている。
32	of Anarion	60	変愚	1.000	The great metal-bound shield of Anarion, son of Elendil, who Sauron found himself powerless to wither or diminish.	かつてサウロンと勇敢に戦ったエレンディルの息子アナリオンの金属の盾だ。
35	of Beruthiel	90	変愚	1.000	The midnight-hued steel circlet of the sorceress-queen Beruthiel, which grants extraordinary powers of sight and awareness at a terrible physical cost.	魔法使いの女王ベルシエル王妃の、真夜中の色をしたサークレットだ。恐ろしく大きな肉体的代償と引き替えに卓越した眼力と知覚を授ける。
36	of Thranduil	30	変愚	1.000	The hunting cap of King Thranduil, to whose ears come all the secrets of his forest domain.	レゴラスの父であり、領土の森のあらゆる事を知るスランドウィル王のハンティング帽だ。
37	of Thengel	25	変愚	1.000	A ridged helmet made of steel, and embossed with scenes of valor in fine- engraved silver. It grants the wearer nobility, clearness of thought and understanding.	黄金館の王セオデンの父センゲルが身に付けていた中央の尖った鉄兜で、武勇を示す絵が素晴らしい銀細工によって浮き彫りにされている。この兜は身に付ける者に高貴さと知見とを授ける。
38	of Hammerhand	50	変愚	1.000	A great helm as steady as the heroes of the Westdike. Mighty were the blows of Helm, the Hammerhand!	王家を侮辱した者を素手の決闘で殴り殺し、鎚手王と呼ばれたローハン第九代国王の頑強なグレートヘルムだ。
39	of Dor-Lomin	70	変愚	0.994	The legendary dragon helm of Turin Turambar, an object of dread to the servants of Morgoth.	トゥーリン・トゥランバールの伝説の竜兜で、モルゴスの手下どもにとっては恐怖の対象である。
40	'Holhenneth'	25	変愚	1.000	A famous helm of forged iron granting extraordinary powers of mind and awareness.	並外れた精神力と知覚とを授ける、鍛鉄製の名高い兜だ。その名はシンダール語で「密かなる目の兜」を意味する。
44	'Colluin'	30	変愚	1.000	A cape worn by a hero from Valinor, a land utterly beyond the strife of Elements.	精霊達が争う渦中の地ヴァリノールの英雄が身に付けていたマントだ。
45	'Holcolleth'	40	変愚	1.000	This elven-grey mantle possesses great powers of tranquility and of concealment, and grants the wearer the knowledge and understanding of the Sindar.	静寂と隠密の偉大なる力を持つエルフの灰色の外套であり、着用者にはシンダールの知識と思慮を与える。
46	of Thingol	20	変愚	1.000	A sable-hued cloak, with glowing elven-runes to restore magic showing calm and clear as moonlight on still water.	半透明で真珠のような灰色のクロークで、魔力を秘めた輝くエルフのルーン文字が水面に映った月のごとく、静かにそしてはっきりと浮かび上がっている。
47	of Thorongil	20	変愚	1.000	A cloak of shimmering green and brown that grants sight beyond sight and shakes off holding magics, worn by Aragorn son of Arathorn in his youth as he adventured under the name of Thorongil.	この緑と茶色の輝くクロークはかつてゴンドールの頭であり、海に陸に武勇を馳せていた鋭い目の若きアラゴルンが身に付けていたものだ。
48	'Colannon'	20	変愚	1.000	A crystal-blue cape of fine silk worn by a silent messenger of the forces of Law. Somehow, its wearer is always able to escape trouble.	秩序の勢力の静かなる使者が着ていた、紺碧の絹のマントだ。
49	of Luthien	70	変愚	1.000	The opaque midnight folds, inset with a multitude of tiny diamonds, of this cloak swirl around you and you feel a hint, a fragment of the knowledge and power to restore that lay in Luthien, the most beautiful being that ever knew death.	自ら永遠の寿命を手放し、死を逃れえぬ者達の内では最も美しい者となったルシエン王女のクロークは、たなびく漆黒の闇を無数の小さなダイアモンドが飾っている。身に付ける者は王女の知識と力が自らの内に蘇ってくるのを感じる。
50	of Tuor	70	変愚	1.000	From the ruin of Gondolin did Tuor escape, through secret ways and travail, shielded by his cloak from a multitude of hostile eyes.	海統べるウルモより授かりし王者の衣に身を包み、トゥオルはゴンドーリンの廃墟より幾千の敵の目をかいくぐり秘されたる路にて逃げおおせたり。
52	'Cambeleg'	40	変愚	1.000	A hero's handgear that lends great prowess in battle.	「剛き掌」を意味する名を持つ、この英雄の手甲は、戦いにおける偉大なる武勇をもたらす。
53	'Cammithrim'	10	変愚	1.000	These gloves glow so brightly as to light the way for their owner and cast magical bolts with great frequency.	この篭手は使用者の道を照らすほど明るく輝き、非常に短い周期で魔法の矢を放つことができる。
54	'Paurhach'	30	当方	0.662	A fiery set of gauntlets that can even burn your opponent.	敵をも焼き払う、炎に包まれた籠手だ。
56	'Pauraegen'	30	当方	0.779	A set of handgear with sparks surrounding it, able to shock your opponent.	火花をまとった籠手で、敵に電撃を浴びせられる。
57	'Paurnen'	30	当方	0.721	A set of handgear so corrosive that dissolves your opponent.	敵を溶かしてしまうほど腐食性の強い籠手だ。
59	of Fingolfin	60	変愚	1.000	The hand-sheathing of Fingolfin, warrior-king of Elves and Men, who gave Morgoth seven mighty wounds and pain that will last forever.	フェアノール亡き後中つ国のノルドールを率いて冥王と戦った上級王フィンゴルフィンの篭手だ。彼はただ一人でモルゴスに戦いを挑み、その体に永遠に痛み続ける八つの傷を刻みつけた。
60	of Feanor	40	変愚	0.997	This wondrous pair of leather boots once sped Feanor, creator of the Silmarils and the mightiest of the Eldar, along the Grinding Ice and to Middle Earth at last.	この素晴らしい皮靴は、シルマリルの生みの親であり、かつて最強のエルダールであったフェアノールの韋駄天の靴で、モルゴスに隷属させられた中つ国を奪い返す彼の英雄的挑戦の助けとなった。
62	of Thror	60	変愚	1.000	Sturdy footwear of leather and steel as enduring as the long-suffering Dwarven King-in-exile who wore them. Of dwarven make, the wearer of these boots will be completely at home in the mountains.	スマウグの襲来により流浪の身となったダイン一世の世継ぎ、ドワーフ王スロールの鉄と皮で出来た靴で、持ち主の頑強さを受け継いでいる。
64	of Maedhros	25	変愚	1.000	A short thrusting blade with a large guard worn by Maedhros the Tall, eldest son of Feanor, and wielded with his left hand after the loss of his right hand in the pits of Thangorodrim.	先が尖った短剣で、フェアノールの長子である丈高きマエズロスが使っていたものだ。彼はサンゴロドリムから救出された際に右手を失ったが、後に左手で以前より巧みに剣を操ったという。
66	'Narthanc'	4	変愚	1.000	A fiery dagger finely balanced for deadly throws.	「焔の牙」を意味する名を持つこの燃え盛る短剣は、その刃から焔の球を迸らせる力をもつ。
67	'Nimthanc'	3	変愚	1.000	A frosty dagger finely balanced for deadly throws.	「白き牙」を意味する名を持つこの短剣は必殺の冷気をもって敵を凍てつかせ、刃からは氷の球を迸らせる力をもつ。
68	'Dethanc'	5	変愚	1.000	A dagger covered in sparks and finely balanced for deadly throws.	「闇夜の牙」を意味する名を持つ、この短剣は雷光に覆われ、その刃から雷の球を迸らせる力をもつ。
69	of Rilia	15	変愚≒	0.940	A large stiletto dagger that glistens with odorless poison, to which the wearer seems oddly tolerant.	シンダール語で「地獄の輝き」を意味する名を持つ大型のダガーで、毒で輝いているが装備するものは何故か毒の影響を受けない。
71	'Calris'	50	変愚	0.987	This sword has runes of power incised on its ornate hilt, and a single blood channel that gleams coldly blue as you grasp this mighty weapon of peril.	装飾された柄に力のルーン文字が刻まれ、刀身の血通しは冷たい青色に輝いている。白炎のバルログ『ルンゴルシン』の剣であり、ドラゴンを容易く葬るほどの剣だ。
72	'Grayswandir'	45	当方	0.214	Corwin's mighty blade, decorated with a portion of the Pattern and especially deadly against creatures of chaos; it is the twin of Brand's sword Werewindle.	コーウィンの強力な剣で、「パターン」の一部が刻まれており、混沌の生き物にとりわけよく効く。ブランドの剣ワーウィンドルと対をなす。
73	'Glamdring'	30	変愚	1.000	"This fiery, shining blade earned its sobriquet ""Foe-Hammer"" from dying orcs who dared to come near hidden Gondolin."	この燃えるように輝く剣は『オルクリスト』と対を成し、隠れ王国ゴンドーリンに敢えて侵入し殺されたオークたちから「なぐり丸」という仇名を授かった。トロルの巣でビルボたちにより発見され、それ以降ガンダルフの物となる。
75	'Orcrist'	20	変愚	1.000	"This coldly gleaming blade is called simply ""Biter"", by orcs who came to know its power all too well."	この冷たく輝く剣は『グラムドリング』と対を成し、オークたちからは「かみつき丸」と呼ばれて非常に恐れられている。トロルの巣でビルボたちにより発見され、それ以降ドワーフの王トーリン・オーケンシールドの物となる。
76	'Gurthang'	35	変愚	1.000	A giant sword once wielded by mighty Turin, and a great dragonbane which bathed in Glaurung's blood: but beware, it will drink the blood of those who wield it eventually.	偉大なる英雄トゥーリンの黒き大剣で、比類なき屠龍の剣だ。かつて龍の祖グラウルングの血に浴したこの刃に、いかなるワイアームが耐えることができよう。
77	'Zarcuthra'	90	変愚	1.000	Dark and deadly runes stand stark against the naked steel of this awesome weapon, and you feel a stunning power of slaying and rending as you slowly approach.	恐怖の黒いルーン文字が鋼の刃身にくっきりと浮かび上がっている恐るべき剣。敵に近付くにつれ激しい殺戮のエネルギーを発する。
78	'Twilight'	70	当方	0.383	Surtur's sword of doom, bringer of death and destruction even to the gods.	スルトの滅びの剣で、神々にさえ死と破壊をもたらす。
79	'Gondricam'	20	変愚	1.000	Famed sea-defender of Lebennin. A short, slightly curved chopping blade with a perfect edge shining cleanly in the sun, an object of hate to the men of Umbar who met it in combat.	名高きレベンニンの海の守護者だ。陽光に輝く完璧な刃は、ウンバールの海賊達の憎悪の的であった。
80	'Crisdurian'	60	変愚	0.994	A giant's weapon, with a long blade tall and straight thrusting out from a massive double-pronged hilt. On its blade are written doomspells against both the living and undead.	重厚な二又の柄から真っすぐ突き出た長い刀身を持つ巨人の武器だ。刀身には生ける者と不死の者の双方にとっての破滅の呪文が刻まれている。
81	'Aglarang'	50	変愚	1.000	An utterly perfect, cleanly chiseled sword, with a edge that effortlessly slices rock and bone and spells to render the wearer lithe and nimble. It is combat incarnate.	シンダール語で「誉の鋼」を意味する美しい完全無欠の刀だ。その刃は岩や骨を苦もなく切り裂き、手にする者にしなやかで敏捷な動作を授ける魔法が込められている。それはまさに戦いの化身だ。
82	'Ringil'	70	変愚	0.991	The weapon of Fingolfin, High King of the Noldor; it shines like a column of ice lit by light unquenchable. Morgoth came unwillingly to meet it of old; his lame foot will remind him of its might should he meet it again.	ノルドールの上級王フィンゴルフィンの武器。氷の柱の如く輝いている。かつてモルゴスは期せずしてこの剣に対峙し深い傷を刻み込まれた。彼はこの剣の力を再び思い知ることになるだろう。
83	'Anduril'	30	変愚	1.000	"The famed ""Flame of the West"", the sword that was broken and is forged again. It glows with the essence of fire, its wearer is mighty in combat, and no creature of Sauron can withstand it. It will never be stained or broken even in defeat."	名高き「西方の焔」であり、折れたる剣としても知られるこの剣は、エレンディルが倒れるのと供に折れたが、一つの指輪が発見された後鍛え直されアラゴルンのものとなった。焔の気により輝くこの剣は振るう者を強くし、サウロンのいかなる手下もその刃に耐えることはできない。
84	'Werewindle'	45	当方	0.405	Brand's mighty Pattern sword, the twin of Corwin's Grayswandir.	ブランドの強力な「パターン」の剣で、コーウィンのグレイスワンダーと対をなす。
86	'Forasgil'	15	変愚	1.000	A slender, tapered blade whose wielder strikes icy blows with deadly accuracy.	細身で先が細い剣であり、使用者は恐るべき正確さで凍てつく攻撃を繰り出す。
87	'Careth Asdriag'	15	変愚	1.000	An heirloom of the Lords of Rhun far to the east, and a name of dismay to creatures natural and unnatural.	遥か東の国リュンの豪胆な王の一族に伝わる家宝で、その名はあらゆる生き物にとって絶望を意味する。
88	'Sting'	20	変愚	1.000	"""I will give you a name, and I shall call you Sting."" The perfect size for Bilbo, and stamped forever by the courage he found in Mirkwood, this sturdy little blade grants the wearer combat prowess and survival abilities they did not know they had."	「おまえに名まえをつけてやろう！よし、つらぬき丸とよぼう。」ビルボにとって丁度良い大きさだったこの短剣には、彼が闇の森で勝ちとった勇気が永遠に刻み込まれている。この丈夫で小さな剣は使用者の内なる勇気と試練を切りぬける力を呼び覚ます。
91	'Doomcaller'	95	変愚	1.000	This weapon of wrath, cursed with a violent anger, dives hungrily into the flesh of its enemies. It gathers shadows of death into its owner as they inflict wounds that will never heal.	血に飢えた戦闘狂により鍛えられたこの怒りの剣は敵の肉体に貪欲に食い込む。
92	'Vorpal Blade'	90	変愚	1.000	"""One, two! One, two! And through, and through, the vorpal blade went snicker-snack!"""	「まきれもなぎな剣の切れ味まぎれなし！」（L.キャロル、柳瀬尚紀訳 ジャバウォッキー）
93	of Theoden	30	変愚	1.000	The narrow axe head of this weapon, finely balanced by a crow's beak, would pierce even the armour of Smaug, and its wielder becomes aware of the minds of their enemies.	戦いを決意した黄金館の王セオデンが手にとったこの鋭い斧は、スマウグの硬い鱗でさえ貫き通し敵の精神を無防備に晒け出させる。
94	of Pain	60	変愚	1.000	The massive chopper that crowns this glaive glows blood-red and black; fell spells of annihilation swirl and dance as you swing death's myrmidon down.	このグレイブに付けられた巨大な切り裂き刃は血の赤と黒色の輝きを放つ。この死の用心棒を振り降ろす時、内に宿る禍々しい破壊の魔力が渦巻いて踊る。
95	'Osondir'	20	変愚	1.000	Lordly and tall did Osondir stand against the wrath of giants, and clear-eyed in barrows fell, wielding a halberd glowing ruby red.	巨人の怒りに立ち向かうようにオソンディアは堂々として高く、構えるハルベルトはルビー色に輝き、塚山の中でも視力を妨げない。
96	'Til-i-arc'	20	変愚	0.958	Within this long thrusting spear lie the spirits of frost giants and fire demons, who war forever, trapped by magely spells.	この両手持ちの長槍の中には氷の巨人と炎の悪魔の二つの魂が魔法により封印されていて永遠に争っている。
97	'Runespear'	40	当方	0.378	Gungnir, the spear of Odin, inscribed with mighty runes.	オーディンの槍グングニルで、強力なルーン文字が刻まれている。
100	of Eorlingas	30	変愚	0.966	"""Forth Eorlingas!"". To the field of Celebrant came Eorl the Young to save beleaguered Gondor, and from his lance fled massive trolls and dire wolves."	「進め、エオルの子らよ！」包囲されたゴンドールを救うため、青年王エオルはコルマルレンの荒野へと到来し、彼のランスは獰猛なるトロルと魔狼たちを敗走させた。
101	of Durin	50	変愚	1.000	The twin massive axe heads of this ancient demon's dread gleam with mithril inlay, which tell sagas of endurance, invoking the powers of Khazad-dum to protect the wearer and slay all evils found underground.	太古の悪魔達が恐れたこの大振りな両刃の斧頭はミスリルの細工により輝いている。その永き忍耐の歴史を物語る輝きはカザド=ドゥムの力を呼び覚まし、持つ者を護り地下に潜む邪悪な者共を打ち倒す。
102	of Eonwe	50	変愚	1.000	The axe of Eonwe, leader of the Hosts of the West before the gates of Thangorodrim, strikes with icy wrath at the undead, disperses hosts of evil at a word, and grants Maia-like powers of body and mind.	西方の地から中つ国に渡り、サンゴロドリムの門に集結した軍勢を率いるマイア、旗手エオンウェの斧だ。この武器は氷の如き気勢でアンデッドを打ち倒し、ただ一言の言葉で邪悪な軍勢を追い散らすことが出来る。そして心身両面に於いて持つ者にマイアの如き力を授ける。
103	of Balli Stonehand	40	変愚	1.000	The twin blades of this weapon were forged in Belegost, and powerful forces to resist and endure lie ready for he who shall wield it once more.	古のベレゴストの伝説のドワーフ鍛冶、石の手バリが鍛えた両刃の斧だ。その強力な霊力は今も全く衰えておらず、再び手にする者に頑強さと様々な攻撃への防御を与えてくれるだろう。
104	'Lotharang'	10	当方	0.099	A superbly crafted battle axe with spells to slay all creatures of earth and allow rapid recovery from their blows, renowned in legends of the North as a token of the lasting friendship between dwarves and men. Lord Gwilim once wielded it in battle, its twin blades singing in the night as he conquered the forest camp of the orcs of Morgul and single-handedly repelled their foul invasion.	見事な作りの戦斧で、地のあらゆる生き物を滅ぼし、その一撃からの速やかな回復をもたらす呪文が込められている。北方の伝説では、ドワーフと人との変わらぬ友情の証として名高い。かつてグウィリム卿がこれを振るい、二枚の刃が夜に歌う中でモルグルのオークの森の陣を攻め落とし、単身でその汚らわしい侵攻を退けた。
105	of the Dwarves	50	当方	0.245	A massive axe with twin razor-sharp heads, so large that it usually requires two hands to wield, intricately engraved in gold with spells to ward off the elements and smite evil.	剃刀のように鋭い2枚の刃を持つ重厚な斧で、その大きさ故構えるのにしばしば両手が必要になるが、元素の力を防ぎ邪悪を打ち倒す呪文が金で複雑に刻まれている。
106	'Barukkheled'	35	変愚	1.000	A royal heirloom of the southern coast, strong in combat against evil creatures of the earth.	ドワーフの言葉で「鏡の斧」を意味するこの斧は、南方のドワーフの王家に伝わる家宝だ。地に潜む邪悪な生き物に強力な威力を発揮する。
107	of Wrath	70	変愚	1.000	A massive triple-pronged spear, so great it normally requires two hands to wield, evoking the spirit of Osse who with it pierced legions of evil and undead.	三本の切先がある大振りな槍で、かつてこの槍を手に邪悪な者共や冥界の者共の軍勢を刺し貫いたオスセの霊力を宿している。
108	of Ulmo	70	変愚	0.998	The awesome weapon of the Vala Ulmo, Lord of Waters. Mightiest of all the powers of good save Manwe himself, Ulmo laughs in scorn at the dread powers of the undead, and is utterly in command of the element of water.	水の王であるヴァラ、ウルモの恐ろしい武器。マンウェ自身を除けば善き勢力の内で最強であるウルモは、アンデッドの恐るべき力さえ嘲笑い、酸のエレメントの究極的支配力を持つ。
109	'Avavir'	30	変愚	1.000	With elemental powers whose struggles turn this weapon red and purest white, this shining reaper bears within it a power of going forth and returning.	内に秘めた激しいエレメントの力で白熱している大鎌で、ダンジョンを行き来する能力を持っている。
110	of the Dawn	55	変愚	1.000	Forged in the farthest East by a race of mighty spellcasters, this shiny pale sword gleams with the rays of rising sun as you invoke its power of commanding legions of powerful immortal warriors...	ホークムーンの持つ黒の剣、『暁の剣』は薔薇色の光を放ち、異世界より『暁の軍団』を召集する力がある。
111	'Grond'	100	変愚	1.000	The mighty Hammer of the Underworld, blackened by doomspells of shattering, whose wielder holds the lives of all Morgoth's servants in his hand.	あらゆる物を粉砕する暗黒魔法により黒く輝く冥界の大鉄杖で、これを手にする者はモルゴスの全ての手下の命もまた手中に収める。
112	'Totila'	20	変愚	1.000	A flail whose head befuddles those who stare as you whirl it around, and becomes a fiery comet as you bring it down.	このフレイルは先端を振り回すことで見るものを惑わせる。そして振り降ろせば炎の流星となって敵を打つ。
113	'Thunderfist'	45	変愚	1.000	The long-lost weapon of Kzurin, Dwarven champion of ancient Belegost, with runes of strength in its handle, and flames and sparks that roar and crackle around its massive head.	古のベレゴストで名を馳せたドワーフの英雄、クズーリンの武器で長く失われていたものだ。柄に力のルーン文字が刻まれ、重厚な先端部には炎と火花が轟々と音を立て渦巻いている。
114	'Bloodspike'	35	変愚	1.000	You feel strong and firm of foot as you whip the chain-suspended spiked orb around - and bathe it in the blood of your foes.	鎖でつながれた刺付きの球を振り回す時強くしっかりとした足取りを感じ、鉄球は敵の血に浸かる。
115	'Firestar'	25	変愚	1.000	A famed battle-lord of old with a ruddy head, colored as embers are that can yet rise up in wrath.	大きなルビーの球が鎖の先に付けられた、古の名高き戦鎚だ。その真紅の輝きは敵に振り下ろされれば、永き時を経た今でも燠火の如く再び怒りに燃え上がる。
116	'Taratol'	35	変愚	1.000	A great ridged mace that calls around you a nimbus of living lightning; you remain utterly untouched even as fat sparks arc around your fingers and eyebrows.	持つ者を激しい電光で包む大きな角鎚だ。強烈なスパークが指や眉の間で火花を散らせるが手にしている者は全く影響を受けない。
117	of Aule	80	変愚	1.000	The wondrous hammer of Aule, creator of the wise Dwarven lords of old. It bears magics of demolishing that no serpent or demon can withstand, and invokes the strength of mountains to ward off the tumult of the elements.	自らの知恵を授けるため、イルヴァタールの意に背いて密かに七人のドワーフの父祖を誕生させたヴァラ、鍛冶の司アウレの素晴らしいハンマーだ。その魔力はあらゆる龍や悪魔を粉砕し、地水火風のエレメントの攻撃を退ける山々の力を喚起する。
118	'Nar-i-vagil'	25	変愚	1.000	Named for a fiery star and set with gems of great worth binding mystic virtues of protection and thought.	燃える星と名付けられ、守りと思慮の神秘的な力を封じた高価な宝石が付いている。
